dataset,observation_id,lane,n_models_evaluated,evidence_sha256
pubmedqa,10966943,factual,7,b8349c0b3d5c06eeb9378e0d98f6914a1a192e067ad1b77551744574fa146ee2
pubmedqa,11555508,factual,7,7bd5ab836d6a7c9801df0f8ba3af31d743f05d3159764e96a0ceb66747b00bce
pubmedqa,11838307,factual,7,9002ffe5e2c1c4467434047916a1d52e9a2e5321da3c1ca89a6b7376d77e7c6c
pubmedqa,12040336,factual,7,4f3a221befa310445adce2f20a317b7cf8325814f82acd0230bef7202838071e
pubmedqa,12095973,factual,7,70929b90369e1672464775cdf062396f73201e2e57331a67877f59c7f91337f2
pubmedqa,12607120,factual,7,fad985095cd7d9834d56e1a046d8f476a207fce61545f6220f49e9db2cba18f0
pubmedqa,12805495,factual,7,9029d74b7d5c59e3ee555728b01a3d0e86529933ec23b2f8b5ad8c86b226a16a
pubmedqa,15052394,factual,7,aa2fdabbbaaf7fe8a7934f34bd6db2ac5dde1f4e804d6f2755a5066eb8eced0c
pubmedqa,15065192,factual,7,0971f2f4a290e306162acf8378fb33bea04176161ebf2bebe14ece37a1650fe0
pubmedqa,16428354,factual,7,3aff8960310ad3e8f82ca111bd4912e5071501a9d5c9a4be35a585dcc7d870ff
pubmedqa,16510651,factual,7,95ce73d21b19693e932b55035a80f491dc8636244c7d1ee99c99dd2e96a48c53
pubmedqa,17113061,factual,7,baa2c101c768f3c04cb3a47553b79d3bb159bc611894fe971ec09621b2aa06aa
pubmedqa,17279467,factual,7,710562969ca2a58bb7de775da5b54cd24c92a45615d28032ef3c4710068dd79b
pubmedqa,17306983,factual,7,acc2460cc4cf34ba2948371c6a44c1cefc61044df09d713b49bd38bbc561956b
pubmedqa,17355582,factual,7,4e3166e7026a5598f2b7a67fb568d37d717745c1afc0126cd0014aac5313ac29
pubmedqa,17445978,factual,7,d21833f7d80608ea47c37eedc691a175b7b23bab2d02ce9fdf1e7502234b97f0
pubmedqa,17483607,factual,7,e199a53e3c29a9eeb9aa6e348881145e2b1459ef83aa3c183e96af561f3e0211
pubmedqa,18603989,factual,7,bd4829462c760cecb2cde8986e8338e1a37b80d12a6f2999cb95bef85644fe01
pubmedqa,19156007,factual,7,bdb92dcd42d7c783ab583bab85922a2a3cb4897231ba20f251a72bfd2fe2ecb9
pubmedqa,19593710,factual,7,7ce226b94774bc257ca835b34070c5d7b210a80b7d6b637c96b4da5c85611c8a
pubmedqa,21228436,factual,7,1e139d31d2be7e07d47d17dc2da1a74fe76ccb82fa0c3254570a44155b901c42
pubmedqa,22108230,factual,7,3cd34ae003db7ec03fd1d3eac790ad32aaa46cebba688e74ce44748066c132c9
pubmedqa,22266735,factual,7,8c4805cbca2e396ca38e1fbb376e97f9a714958adc98108b2ffd159a1131760e
pubmedqa,22365295,factual,7,fb557eabbf289b43569f1da7e257687ef80c94cf6ce862376936e5b84a126847
pubmedqa,24160268,factual,7,81ca52a48ad2a0a5fadd5657c67115d82c5e8c836cc1ade94e213523d47182b5
pubmedqa,24315783,factual,7,e9ab241e007107ccd6814b533a6e7b53a1d2ed544775e83934d486b5a74fe5f6
pubmedqa,24995509,factual,7,87248457823b865da8e2e4a9e9da8ef835b901293e634a2ec6238733c10bc6ff
pubmedqa,25186850,factual,7,e4152dd1a6a4e565503267440ad8bbd26b78406cf02482461ce6dfc04ef9ffbe
pubmedqa,25443385,factual,7,ce18b42f8c219d64e90ee8924fd9a8fc3267db87703791e7726f51c3cab2a85f
pubmedqa,25752912,factual,7,5720c7af96c56af65379614ca08f2d417dca1660de6021a101fee894a5d60adc
pubmedqa,26285789,factual,7,6ddcf9e94aa4c30b6cd2f2946f8d705cef4c046441baa6d04c0e1fa65ddeced6
pubmedqa,26370095,factual,7,da70165efe2adf51c8f392fccae277839cb1cbe732d7780016df192d46de2313
pubmedqa,26383908,factual,7,084abffe2c8b7f3f2189441015656162fa7690101dda193abf4bfcc0cab98c5e
pubmedqa,26471488,factual,7,ef016885639d8670303e4beee0db1fbde82e6600026aa128b90a57bbb1300c8d
pubmedqa,26708803,factual,7,324a15e001dd5b059ab762b35b8726f62ad4bedc770161b8df1122c9725c0e51
pubmedqa,26907557,factual,7,703a5d37093372123ff0196b7b7c0fb1ac6f8e6bed8ce93e3a2b573359874f45
pubmedqa,8847047,factual,7,ebed0f7cb8cd55ff6ebe5b29a6845443f9c3ab6864273da0298dc227218c04c9
pubmedqa,9140335,factual,7,117d6fee3028455fdc47fc049fdcae4c542615be6b64a86eb0e7547bf99b77c8
pubmedqa,9465206,factual,7,d18b2d8d8d3f0e43efbc148792370abe18939c01671922b0a3574b0ba8cb813d
tatqa,02091bed6204c0b2641e0bbb8547ebf8,factual,7,0ada9b6779c8111106f204898d48a2d73ef74d52604e74a6643ebda0e2a2f5e3
tatqa,031dc9fbe207f1fd8cd416f1331fcc7b,factual,7,f138393c8820d1ab237d75c381930f384f602111c2f2ba3aef655e1301870443
tatqa,0371d1b0bb31ca64f6f9903b83541abe,factual,7,413723131dbafd8e3d2f4443488a3b32b51f5640c7e63f6b0abfa290eb53f486
tatqa,09cd3c4b49a5ce383645509f15c12ded,factual,7,67bd911ce1c74f3906c4458744b08251ef4ee48ac4ba8cf4f1f482d22cd1f2c8
tatqa,0e57354739d459ac478c35d442af6fdf,factual,7,78a4643fdd92efb654c31abaed1b360fff83bfde04dc6d95008202d1afc4bf34
tatqa,13810cb0adb9693515fef4a5d9b05649,factual,7,da54ed3dfacc88e89fa5ae3731c3718f4e2bb904f9260c78aabeccb9254d321a
tatqa,157e2423493fbab010a67768325134ac,factual,7,c46c39c3daa294606477b80ebb8fd2f6c6358911d4d2f02ee73376e3d42b0a6d
tatqa,1cefcc9219a197328aa05569db6a0719,factual,7,9a83b2258629f51f5db0d9cecbac65ccbf9379f661d4635f4790e369aaea93de
tatqa,1e1813ca65de92db4e4cf67c2939dc30,factual,7,83d67be8b949c3576fad3b70f0c37e76fd1ec3675aace6c927ce5e8d5806eff1
tatqa,273cdb11f4772f28b104874e4bc623da,factual,7,e7f26df4ec55cbd01832b20b879a1c4eaece33cbfcf627367ff92b53dd4bfe8a
tatqa,2ab44ee2ab21b79181fa79282981d935,factual,7,47506f49e6919ec341006e842f2b73efbb6853aa2e518e03713fae8b68a8a32b
tatqa,30ed529d669cbf28f2d5bbfb8d212af0,factual,7,9cab75861e5df971e4d4a698016f9abd5ddac81ecbc10e040f2715bf4da3a4de
tatqa,321e4b6a060ececb0bd9daabb129245d,factual,7,fb91f6f4003fd3d831b3648bda72bc9b66a4718af2ef43ee5f2eaf6d1fe6470f
tatqa,3806e089b0e480d002aa443961db08f7,factual,7,6dcc4c463721eb4df0a5b63ba0e2ba86eea9285af50248721cefb721ab7fa32c
tatqa,46f35aee845bc1419a183c18c5f03008,factual,7,ba0e5f6fb3b8fc11db9537a29b8ed4453e1852228759a28c1a584fc533fa0026
tatqa,48bf35fd064a0c9b963c0856bb2c3431,factual,7,d737d70d54dcbd6950bc6305d863163a13fc1290d61b2ea548ce148c37146983
tatqa,5306252fbc12e5e799d48a03315a023b,factual,7,bb6b869d91884e723806dc5808381795e381cb5f9b04b981bd64314b0557c869
tatqa,530a48e799250396beb8fccff5acb9ce,factual,7,a03984bddfeb5249b898fa15bdce5bc18e5f1989bda82d6e826ec9c80abb3f30
tatqa,558ffbf02f114c9e22c5d6ba5199653a,factual,7,b043a234eb4fa9bd020256017d9ce4a7bdebb5cf207229170f7f26fd41b8bcf3
tatqa,5d6a71d31093d7854e91f6525e49a1f4,factual,7,3dc0c2335bf3a789d899a0b6b94d4006cb5da6af50d8c9f94e09a3b9ceaa640c
tatqa,6412ed66162de263009d4a74a1781e82,factual,7,30a2f61b31eae16b14a04aeb26da08f7ec778fb4629b9783fcfad738d5279592
tatqa,65d75e652f5df32b1118930f7fdbb1ba,factual,7,72428ee6eb663e922db2bd49e8af758bdd744ea1c0ab7694c3917b59a646ca49
tatqa,667195bcec5c12d0ebbfceb6cf4d08d7,factual,7,0459a5519dc20359f3b43825df408e918ef6d75df41432a9a77b686e589ea247
tatqa,77b3db9c246a830a0a4d9b10e1e9b25c,factual,7,cd402a012e1a4f004df55e6ea9fe9af51d317e98451505417a85daa1a77597e1
tatqa,886ce999eb80a6b946d42a19b397de11,factual,7,f0d8c0839f17ecce7e0c39fce0a7d397d644b49cabe3a1916bbb9bfd5b2b419c
tatqa,8976798a3fe4092dbed20b91d02bbfe1,factual,7,925482ca645756249f8a73febad435234ec080c04ec07f65188d0a00048e9ca6
tatqa,933b0a681271d261702f2c52a64bc311,factual,7,700096aabff6b95a60b76d17c76e341e42f4e05f5dd93a8abf75f34d8eb83ece
tatqa,96396e7da3cd5b1668377ada2008af5d,factual,7,4764ed4b26071d4905fe6604614be47d3acd99d6c1c9ea99ae654865050e6772
tatqa,974ea4685a3322b23ac80e3a89131498,factual,7,0f75ed82843ec64a7e448685b9fef1fbc0003971633fa2a22623350909426a89
tatqa,988338dd50d4c45538487f6c8472c9cf,factual,7,23dc39ffe8c6ae83887a8530550f1d718f24a13daa5721aa92344ccd76729370
tatqa,a7f996fd5ea94165285f62014634915e,factual,7,ff4ca3577b2b3384345b44bdef14f25831aa5bbc54e54775519a05d3b90cef9d
tatqa,af210e7802c2b09ca96288fca5dd9304,factual,7,5fa5cbf01dea1c4a708f34e3e0dfc4f30c703f156840b79ace83081cfdf67e4a
tatqa,b12fd793c91be88dcb03f2d95768003b,factual,7,ee9d5ea23e6d9e8a9102e8126d8f3fb4c89e8ff44d20514dbb5716a04bfbe7bc
tatqa,b315f902f15027dad55dad1424a973d5,factual,7,bac49557cd2f59bf788cac91b5f77b2d51b8752b42c8c711445b7da74a06a93d
tatqa,b5df4fae863c13a9470909acf90821f9,factual,7,1c26c516f9b9bd1387db65b0fd7a032d000f482be0885acb310f789cb7387037
tatqa,c65b3b88c5fe3795af2283d0c44451ac,factual,7,9688be21dcac9518b1706020fc59ce486caeb3894be23fd29f4294936a226379
tatqa,c84eaefa04edafcc05b81ed8b66415d3,factual,7,ffc3b71b66cf6c0b7f58db375be48847f7ec8a7cd69f0f3784683ab3e5124624
tatqa,da85f97b4534f28dad2e241b95f5ec72,factual,7,bc7d409986db990f3492810d747ab3fc130ef0950a9eed441724bdd132a89044
tatqa,e536418dd5c5a5662f057d997d3ac047,factual,7,2215aa8366e8804b0d4a61c242c1fbed347e3f04e768b189d4640d11a7f6e168
tatqa,f093e04e3aa431f793d1a68888e13bea,factual,7,8dba17bb3418108e7515e3f0a44f848caf3bae64f24560e6d9b0a10cc027d948
twowiki,015d47a908a811ebbd7fac1f6bf848b6,factual,7,43d69706820f02bedb4a1f5c9b4f9bac1799a4540893c2168f0ccc3c95d0dd23
twowiki,04a065a60bde11eba7f7acde48001122,factual,7,7d999452f242a7247c75bd8055ea7dbe4a3b9098e2378a575e9acee93650008c
twowiki,0926667308d011ebbd95ac1f6bf848b6,factual,7,0c180f21b68802b31c60f9a8e82060a09ef15f435a49f28f213257dcfc8be1bb
twowiki,0bedb7e80bdc11eba7f7acde48001122,factual,7,30f4c2f70eed188feaba2ec04450fdc965f9cd69088cc0b7a5f9d3b409e5d621
twowiki,146c16520bdd11eba7f7acde48001122,factual,7,77f0429ded256529b85f56b60cdd75a472019a98bb5a4660fb157631dcc76118
twowiki,16ee4aa308be11ebbd8aac1f6bf848b6,factual,7,5248cfc7f10097b24e741b9e557be763b815bf059f46c2e1fc1b8350592267c2
twowiki,1837ca440bdb11eba7f7acde48001122,factual,7,4f8d07b316a233d7468a4ad2fbac2295880ef13df621281d7af997c4c37318be
twowiki,29427eea0bdd11eba7f7acde48001122,factual,7,c6fe2650dc486d14e3036e59863db724af04a0a26afb6c834925059e92131547
twowiki,36f7185c0bdd11eba7f7acde48001122,factual,7,72a629f158f047132173ec53e83f1c4c42c1f6a8fe325303cf3fd14b9edc5cd4
twowiki,38338e8f08e111ebbda2ac1f6bf848b6,factual,7,1356dc3495287214023e5d40bc5458cbfb49377638499fdbd5fc708fafde62af
twowiki,3c68e44c0bdc11eba7f7acde48001122,factual,7,1adbe9bae6c17a25abf54fe6afae49fccc8fbe1270cb29f22df8b4456199019c
twowiki,42228c2008cc11ebbd93ac1f6bf848b6,factual,7,ea1a06031374db7951fd9bffd84c5180d50ee08fd711125da1d37b7c1637bc71
twowiki,475b89f80bb011ebab90acde48001122,factual,7,1939cc9927e08d1e2a498128093480d92793f67c92a391c844fedbb77229cbf4
twowiki,4c61cd2c088111ebbd6dac1f6bf848b6,factual,7,00c3b1ec470e4f98aabb829dff116eae00c0fefdcdbf40f8f87ec0d0ca2720cb
twowiki,53e18b8c0bb011ebab90acde48001122,factual,7,c98bacf4b6c34082eef418dde733daeda54f34b46509c5215bb438d0e201ed08
twowiki,5750bfd20bdc11eba7f7acde48001122,factual,7,d0fa7f780d73928a4c484fb4f4ca64e2c0085be98ca76c96def21c8756051ea9
twowiki,593381a80bdd11eba7f7acde48001122,factual,7,a9458ada5a4cb724f0de128bf065c6c6ef8b8f141284367586e221b6905c2f79
twowiki,59ecc1a908c811ebbd91ac1f6bf848b6,factual,7,589e65324844922c5163a4181273ca5c67fb0abb10fbc55cbf2476d69bbe3579
twowiki,5d46fb540baf11ebab90acde48001122,factual,7,c09babf8517aca547d41d4de96f202ebd227cb91c233a3f7e3016d160748f2f1
twowiki,73c3ac30089211ebbd73ac1f6bf848b6,factual,7,38cc263be2160b01ed811220834198ed5bf9b87eeb35a00712c36f863b54989c
twowiki,740e162f08cb11ebbd92ac1f6bf848b6,factual,7,779e4de305d7fc1c96f5ef3c593735a9b197c59cf4cd7ba68ccdfcaa8a583a41
twowiki,7abc1e3008d511ebbd98ac1f6bf848b6,factual,7,b5463c1d36be8ab705f83cae654c123d3da8c0ca992a506d7458cb253ebb29c3
twowiki,828b1390093511ebbdaeac1f6bf848b6,factual,7,668963958084bbb5aa11eb11d11afebe2abae929fe35f5d336da36e0ded3bc7c
twowiki,87e34cd908ac11ebbd83ac1f6bf848b6,factual,7,58fa785f4afc5b2bacaa106e9526ffb4a5417f324ce1ffd396f84701336d1d91
twowiki,88adf4ed089511ebbd75ac1f6bf848b6,factual,7,4ca9fc3b1d3d6449e593dc741922e3f3f6418ffb1acf4457d3ccaa50e14e875d
twowiki,9494fa760bdb11eba7f7acde48001122,factual,7,388672ba20160b125d1dd7fad211ee396f4f5072445f82b4d065105bb1b763b5
twowiki,a7b05294088a11ebbd6fac1f6bf848b6,factual,7,c891cad1145b875b46889b5e8d48eeb02130838878c11a134df4ad72e836c4ab
twowiki,ada1b358085211ebbd58ac1f6bf848b6,factual,7,0f82965d5eeac42b01ecbb27a8ad54d3277940123e3d3cf2386b7cf7dbe8b0b8
twowiki,b3110a5e0bda11eba7f7acde48001122,factual,7,1210f24f1652d6bf746344fc21e661928bced985bb31b17d9f3779179d74ca26
twowiki,b60fd6a20bdc11eba7f7acde48001122,factual,7,d83239e291e560393e5d3d6787b7b6d182d45b3362ef08c73e07372ee62efa1c
twowiki,b9329b0b08ce11ebbd94ac1f6bf848b6,factual,7,7236361adafba8943c7c4843aae4b32e8745ac70d38e05e7c5b2b855b36b7bd9
twowiki,c789bc3b087211ebbd66ac1f6bf848b6,factual,7,e755e53b3319ea372312a688247d21d611fcb50be44812f9ab0ce60199ae87b3
twowiki,d61d801e0bd911eba7f7acde48001122,factual,7,89aa18f16fe1858e008a439bf82622febe17eb39be1020c3a542736bc7c2bb22
twowiki,ded710180bdd11eba7f7acde48001122,factual,7,5db8277baa6852706c25a96b0a9fb75e9c5925b5071d5c925fd7210de73a8f9b
twowiki,dffa1f8a0bdd11eba7f7acde48001122,factual,7,c6e0e2cb02a0856f707bb67d26bc9f85469126c97e820961f51dd7a35e67a387
twowiki,e2a3bf2a0bdd11eba7f7acde48001122,factual,7,3ba8af2eed094c122cd609427cfb62b73db222aa2a4e8674c61d784db865afa2
twowiki,e4ccf7f1096411ebbdafac1f6bf848b6,factual,7,c49fe2c472ef33d2ab5924e944d8e8eae46567b7d615913dd8d53c2301bb98be
twowiki,ef7aac32088511ebbd6dac1f6bf848b6,factual,7,a6eb208ee4030eb089f35b4ac5f47f73a440254ac095f75311cbe82c94c7c004
twowiki,f1ff478c089011ebbd72ac1f6bf848b6,factual,7,b1d8607cffa1e670b34816506bf99b82b2daf512ed6fce92456d3b97fff6ecdf
twowiki,fa08f65f08b911ebbd88ac1f6bf848b6,factual,7,cee830a6bd22baf83ee1e2f1749dd184e60bb82e1153b841ae6d8e4014ce28f7
