source_identity,historical_path_sha256,historical_source_sha256,historical_source_bytes,source_bytes_status
source:374d26e42d4420f2b65b,374d26e42d4420f2b65bd6ada290a9eef52460784b01dc7e13d8ed171b9e89f1,ad0e7c6d180dbd05d93dc16adb106ddd08f6f6408456f3c08737955ab02d1eb6,4306,NOT_RETAINED
source:6945169bcd989805f0dd,6945169bcd989805f0dd143ab38a3fbabac13f3a2165d54fa21044103c5f41c1,453d841f8972a1dd2615021c3673a6b80a736fe6cc77289599e494cdba782473,1751,NOT_RETAINED
source:05546ea091bd20b8e915,05546ea091bd20b8e915c6a46298331453e58f24dd98939ff292ae8a096799d1,be57b8d0ae359a4b1f92c03a1272787e0074fe764658a1761126773b2eea7caa,7237,NOT_RETAINED
source:361a31460564260d3416,361a31460564260d3416df951996b3e6a1fe610e4b821dfe973e9ac1c57fbbcb,8620972cbbb505e9f02ca0ed8ef7ac7ba83c1ac2b07c852f57bf579eb7e131b4,5098,NOT_RETAINED
source:f885b66ed83e4738840c,f885b66ed83e4738840c8b937dd11d016f96851e29333a1a8364c69a2692c973,5eba4bbd210f82d6b7817d4585d474f42c1559aecabe8d7f7ba85a9ec5386080,3002,NOT_RETAINED
source:9697d2648cb47f55b06d,9697d2648cb47f55b06d7c9054ac93324a6a1409c5a596615b124cda38a9f13a,9e90717445682066bde179bd3ffd5cee1f052b89c1f2366c650382afaa8994fb,11374,NOT_RETAINED
source:046c43090fb4161eac25,046c43090fb4161eac25334ed82ee7f30c92686378b4989bea25ed5834f2e2ac,6cc631c63ed40a705ca9436d02aedf80f6a15485afdbd65525e958af2b14e41a,11915,NOT_RETAINED
source:3cd0364d4dbcebb3b1ca,3cd0364d4dbcebb3b1caf073b736fe4b0127b9afe012430511580c1b0c1bdc4c,c83d402e73b48e44ab059587a5e439f77ccc17713c2b97587476ed7453a28d64,13235,NOT_RETAINED
source:531d16e28061502e1337,531d16e28061502e13370ef644510e8830a1b61e19814a9731a9d55025dff829,ad5f219c8ad25d407739c9e47ad491747419aecf109a2dbcb4dbb76e1cc3169a,253,NOT_RETAINED
source:36a1f60d2e767835b715,36a1f60d2e767835b715fb7569b8858c54f5b79d111e6700289b62b76d111999,616a7d1760cb6116143b66e23c6f45a1aca08f2d2bfcca152bc508a34fe00753,3227,NOT_RETAINED
source:9148fa9214c6a936344f,9148fa9214c6a936344f5bc0f4b4812f5b6ba11c3fc111de4833c2093a347d36,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:21d7928b6bedeff28f21,21d7928b6bedeff28f21eb329e105d773e9459b7900cc83000da4b554391be51,26561be7dd471af8a2286652a454f0930751559049399bf80853d1f622426347,546,NOT_RETAINED
source:fd27d7908cc1600e5c69,fd27d7908cc1600e5c69ce6b429f0600385406e3cf8f4607d734b6e1439db0c0,d5909f66ed8ec9fda436d27069676c1d71d8eea2d6164729abb73516cd025cac,5625,NOT_RETAINED
source:7b32a4dd016fb4a4de6a,7b32a4dd016fb4a4de6a4d1fc0a74b32b97832322762c4126dbc1a3b1ac71936,e34fdac859c9eedef946df1d748439a39ba11670d5ee9dc073a50c2af32bb755,5212,NOT_RETAINED
source:1ed6d29286729f05ebd0,1ed6d29286729f05ebd056ffcac7393304e192502da273ed556e2310334d6a96,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:0586ff66a0ba86f45b14,0586ff66a0ba86f45b145f1f08d811af356c2a996c3c6dbe8b458a9c71b26176,84493f13ab57727da9c2e562215e16d0dea5c016fbf1fc54834505f846832ba3,2273,NOT_RETAINED
source:c1b673e6fb166c9581fe,c1b673e6fb166c9581fed14f42393953af878e7bc5e3cc25ea18ad2502366ae7,39fab8535b7f75fe3d30f814a7d18d59c5fa8b110961117ab85aea04c4046ff3,13767,NOT_RETAINED
source:74ecf6bf93efff50fee5,74ecf6bf93efff50fee501866ca091e34d4eb2e9081341772ad29db0768ef63f,3c0adf1d3302bf1a2e5dd39f914aeb0ef6e076a28e78b83db901cc7cd867f8ae,3067,NOT_RETAINED
source:8747652c7ec8e2549570,8747652c7ec8e2549570317edff69c5e07344b1d84b8ec28e5b47a427afe032d,7263c4fd39e41ac7144abce481d92372a60f87301b78ff37b90a2aaf473a1437,15961,NOT_RETAINED
source:b4bb033aa1a523e94df3,b4bb033aa1a523e94df301984828d6253389f22de114eb4df7f2076a453e8aaa,c1ab3a97b041a42df26ad50c5993d48f527080e23329726311d37f2c8a9c7d22,1375,NOT_RETAINED
source:81d4a1c5ebe873284ea1,81d4a1c5ebe873284ea10fc7d014f69f189579e4aee1d447c4db6514048ff39a,8e003370e227579b569967f22b715b5f6a9e9fde8c0a5f7baa527f0b88961517,5061,NOT_RETAINED
source:ebce50ec3ded513b523f,ebce50ec3ded513b523f875dc82fc9d3a9edb471e04b05bf0a0b1b893d133c7a,d4fc703c72db856395192dfa92f77925188bd4d43ec6ee1506e7dd9256b4b296,1379,NOT_RETAINED
source:20d6b5a640e26e82e141,20d6b5a640e26e82e141888619e20fd0ae3dc49a43586c3b47a01b020a670264,31ef6e1cb09e73edcee2ea5b753e594fe824ec6960526890e73808b35c46e403,3360,NOT_RETAINED
source:5d3bbb1cf0e09522b09a,5d3bbb1cf0e09522b09a7f32ccd19108072f2f08e80556ee2214efdccbc0ac2f,cf5f57f1d17552138ec4af2678b25503bc75f625d85644b02a3365472061818a,4959,NOT_RETAINED
source:7f90600937e038f1e10a,7f90600937e038f1e10ae1d1855435f39a12cb61a75fd476f8a57a8b42676932,7ceb97583ac0a3af320d9fc2f6de0a131be9897de42c4f1e68adc9615a98fba9,2528,NOT_RETAINED
source:63d9daa373cf1219730a,63d9daa373cf1219730ab18394a67ef737f27bc6bb56b5065cf4ad571a0d5b4c,426dfac8be3fdb454a6d1306bea9dc1c05e61980fa58075eead4bbc8b7e83d9a,4449,NOT_RETAINED
source:0e4710e024dc07621854,0e4710e024dc0762185446d667c57b1c05b82a01d4de52f00407bde14dc62146,17a5f82b6c57e0e25cb75806cf5148cfe53c21dbf53497e46eb53430e257a6b4,2911,NOT_RETAINED
source:fc2a610ce37b7e1fd50a,fc2a610ce37b7e1fd50a7aaa2d3f18cc2c530b04b855fb822f0f26829c6636d8,e8fe8f7d87f488d4dd001c1a48d6a4f60f488424c5d945741aee17af0232847d,2956,NOT_RETAINED
source:f4535583b6475f043353,f4535583b6475f043353783870bbbd6949c1cf949a3dec4044df2a6359ace7b6,426eb8d35d36b78179a0f9ed0391860a2de652b4f96c7d7677f5245a7a1778b4,8765,NOT_RETAINED
source:74e828f662f9dc995095,74e828f662f9dc995095fd9ec87e45fc9b56e59339de9de9c71bfe9947dfd29b,6083d7c1edf0343fd1e36fed0e749cdd7914ba09887b7c7bacfc22d72b0bc08b,2236,NOT_RETAINED
source:5de34b1121f05a70c6eb,5de34b1121f05a70c6eba6f751965fde9a25715e28877c0a2d081f32f4455c84,78394c6b9464c2e047e9e9ebc2f2f5720d7c10a02d029263fe571aaa3734e29c,4558,NOT_RETAINED
source:81884bfe249682d53a90,81884bfe249682d53a903f3882eb2fc143022f90e362bbc1234a5779771b463f,2b5c869e5fe5da75559d66be4bff1eb1b4543d07252309ca5a0e07a63ba4226b,2704,NOT_RETAINED
source:03455ece49423902c450,03455ece49423902c4508098cc65d1c4c756b007ada6c8e5f045ca41109bb49e,4169d67c5c482c33b154516d04c7eb504f668da7df98628882209034f395da07,3482,NOT_RETAINED
source:bb5a3d676c573280d636,bb5a3d676c573280d636fc7b47c184b29069c4743b0ad928ffbb5d8201e0c175,cc8891c0a54262a59b7bb1a08993d9bc645fbac88f7839ce002a2588c06cbda9,4265,NOT_RETAINED
source:a7901009926963d467fe,a7901009926963d467fe8cfab0bbdb09e9acdd0c831aa0249f336e3f2c4ae3a5,46e19a19e1cc78abc6edffdadd3f3b5aa9487b2228d091bfd632a08c8557b824,52,NOT_RETAINED
source:bbe12795e36bfdb1592b,bbe12795e36bfdb1592b6fc2d26991f927467c7eceb48749a385f3d0b4184275,3015c64f8f9957f9dc6ac373e0f7f71a7e693930de6945fc280b45ebc4da4976,15360,NOT_RETAINED
source:7cfcb08668ac790ef7b3,7cfcb08668ac790ef7b31d138c541d14041454a9f6da5389b8c277398be955ab,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:67f1f3406ff86171984a,67f1f3406ff86171984a68a8a75d4ad16abb3e35eaac271be6ce642959f29b8f,eec14644c5ca52392ef650018dc92797659fbcbae95763203bab5990a00b2e91,7683,NOT_RETAINED
source:0e4f7f2a2af672b32531,0e4f7f2a2af672b3253109ddba36850275e4e17f9d9f2ba6276d1dd0d428e434,a400d224dfd12976fab8540741828d25256566d79cc1a6106ec2619f952fd3b0,5254,NOT_RETAINED
source:b278a748269228d1937e,b278a748269228d1937ec80fb92fc6c0a816d45a28f97a5db7c4365d37c3b721,97f6bee31dbeda36b68adb4732d34f6a8092520d76ef2f0c6fb658dd305b1841,31460,NOT_RETAINED
source:c75c08e4c39a8f92fab2,c75c08e4c39a8f92fab2e2cadc4aab94cb299cf91f50101e92245cb70b89c341,30c45b69c278c3b17b1c98fcad193f57cc1f3970083ea41760faa414d19bd077,207,NOT_RETAINED
source:b59458fb9b3d53062439,b59458fb9b3d530624391af9a2966d81d8f0273801c3d972f80748f297efb461,59c68305c96e4d7f9225634e72457c8ce85fe6c79f555a81651c7f25f3a8fd08,6811,NOT_RETAINED
source:0145c082101090ecf092,0145c082101090ecf092b5e63539e543a877c4555e3cd2fba80abfce86024cae,d3b08ac902b1619cf3cd89ef52052f51272402bec0795d4ea055d1e5fb63601c,3349,NOT_RETAINED
source:179a05c6df3c98dde75f,179a05c6df3c98dde75f1fe4f7a2446422eb181293c0a06f300abc3943c4d0ad,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:1d7b0d2fe1a3ed2fbd68,1d7b0d2fe1a3ed2fbd689a27ad8743ae452fd1ee723c4f01a47aee5c98964516,6d90672f573ded914ac0c26e2357b6c996a537860d5582ada1ef1cdef22e74e2,6842,NOT_RETAINED
source:c5fb21dbe8022ca39923,c5fb21dbe8022ca3992352b3ed5c81ef4ee39441d4ab336a0899ec0d8f617ae6,160b842e8e2fadb566aa09e6395c7579ba429ab4c501e1d42c5a3c8fa1bcbbd3,7153,NOT_RETAINED
source:d9ea1853f7aa2dbb201b,d9ea1853f7aa2dbb201b9796b4623b1dd8ea4a3dcca71fd5d4e66ca3e56aa8ce,f46b0f55ff40a99e24ee8dac4c46eb15cd88d8c7df817819b489318ed6999331,1531,NOT_RETAINED
source:f6fc3fe641e1fa4c6d5f,f6fc3fe641e1fa4c6d5f80d62e3c6ee35856c9cf28a99b274e7858a7d3bb4719,439c2961361d4c8c4928ab07a934113adfc2dc3401411d47eca6a09629ea1435,8633,NOT_RETAINED
source:043319419a355ddd4edc,043319419a355ddd4edc3ac6039a608147b21752450595d7dbc64565c9dbc400,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:ae997d99a00a1a44af22,ae997d99a00a1a44af222c7419c82fbd1cf323cfcada24df6bbbdb689a35bb2b,8da8f7924046dd3bb09ca278a1f9c808a8228862ce4c671d9797b714e1b4f6ff,3694,NOT_RETAINED
source:f4df5ca95b8af35fee82,f4df5ca95b8af35fee82f6d5ddab6325942032ae72a1d98e852b432f2bbbcd21,26aa0ff5cf8bea82b850913c3c8da42c4233c9da755e8d409d4be5323293684b,801,NOT_RETAINED
source:04b9a3d4d4fcdc6de9e8,04b9a3d4d4fcdc6de9e893e27daba81290048d7ca251df0d316341e7016dc946,c0cd4583f6fa38e8fc16b6321a30a2cae0dc4f5299618fa75416d22e5c76da3e,2122,NOT_RETAINED
source:0c0de9cacf38d9371e84,0c0de9cacf38d9371e84312ef030c4d80c0172bf03a4b1d80cd47b8bce0d7550,83e9855fc716a418c17f112e58b6944298ba9c0da90fd967c8473d9f4315f68e,4232,NOT_RETAINED
source:8f1d7e420e2ca35e1b71,8f1d7e420e2ca35e1b7104bd666a7d791f20de1eefedd2fd0897e7646eca6b80,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:a03a8ee234f2051404a0,a03a8ee234f2051404a0e2a1c96ff180123ba7d2f1241b32cfe3c905f27ffac8,cbb026615b5f03bb6b1ac05c762579e4db1abaebd4113636602978a46ea3b436,1858,NOT_RETAINED
source:c7ccc2cb2040981471f4,c7ccc2cb2040981471f46b8d21d1e28fd409cfab51d3eaf9ef16978e9738dedb,e0671a281f5269a020bd009bea009fec67ad6d2a4cb57ea0ba654a3d113e0df9,3632,NOT_RETAINED
source:2206fcca6592fac8a3c2,2206fcca6592fac8a3c251d9809ca205adb447f8bf01bcedf3215ca692799687,042349fb06bdf3682bd829e7df7218c3e0e4973316d823c6f95053601293ad66,4926,NOT_RETAINED
source:7bb2f498e639b98c3253,7bb2f498e639b98c3253377b4d7a40a084be17c7617ff6895a0e53851d673a96,a050f9e57c4d514df5d2aa3c90d4d75ea087f9fb71cb3fc0e56e9e673b3cb85d,1906,NOT_RETAINED
source:53472ab58e28f1cea287,53472ab58e28f1cea2876e3b3b5fb20e5f03b3a733045b04d3510651899f0028,8195edc11c9434fc960b20a03b870cdc0151fac64fc8650a4a4549e89230dbc2,9676,NOT_RETAINED
source:c54dd0a7ed6e826a9531,c54dd0a7ed6e826a95315209ed63d5c0e37bdf511e6c1d30fd29e7bdcfa7d295,1f4bb67d1b0c81d5469935067a2ab89aa4f339d43b3fb417c4f7737d024a6b48,3173,NOT_RETAINED
source:d92aaee029e4f3f2ca2e,d92aaee029e4f3f2ca2e6503e15025a622d611195fdd8fccd91ce760103cb7f4,5b4ad9d09279be0b86a3433d08ed2ead347460d9da81af7bcb2c54ec88caacba,1363,NOT_RETAINED
source:13aa0fb79570ddc0f07d,13aa0fb79570ddc0f07dce90f39a6e41c56cdbfdde48f8ff3f6d7b31acef4b51,7e26ffb692e5c365baff37ea818d448a40aeb7243645aef12a7e36ad4a3fd78c,22481,NOT_RETAINED
source:17136bf5ecdc83d4a742,17136bf5ecdc83d4a7429829b6a368009fd6cb0f48f09f86e261dd3d1594848e,03d4ba55e61c32ebfd2d4096da3e87e0fccf3ceb0d6ed81ced3b445480d53e7d,1162,NOT_RETAINED
source:a47d93e24db276a78847,a47d93e24db276a78847a605f5c4dcc201aaefb6a14085b0bf3277183e06fe04,59d92e8c8c0def0b4ec35bf80f5afcd8a7260d65fd6b94ebbebbed4bfbc6fced,8890,NOT_RETAINED
source:f1e37a9ef21fce99a6f0,f1e37a9ef21fce99a6f0b8d79b589b8838125375d5098c7704120e98991d60d7,46175878ab1fafc13f037475941ab5fae7cb779308e8155d8d255e580cb703f1,1652,NOT_RETAINED
source:32b1dcacc385d3cc2b17,32b1dcacc385d3cc2b172aef789ef6185f02670c06477cafda1a415f234b5ae7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:ca4286feb9df36771ca4,ca4286feb9df36771ca4ba01fc5022e2a51d8d16ca340b9b26b1365da1e10275,1b3bedbb865dc198bb5c4e5b5e9ede0081e4fcbfb0ccdafe3b2fc836aa1ca07d,6622,NOT_RETAINED
source:a0c34668f3eb2e043f55,a0c34668f3eb2e043f55df357ad70ee8d9fa2c6e7ad66640e9a32206abfd4018,b0d3b8b38dc96ae70a20d6dc405126b22e12bbc4502946829adba6b1f1332843,5388,NOT_RETAINED
source:0ff3175bf5098292a94d,0ff3175bf5098292a94d4657ec0395ce6998c3f547b0bb985e9c71d41d794b1b,cb93708bca6dc6b8321f0d965ee8f013d85c8459059b78a65a1c7af25d39caf0,7555,NOT_RETAINED
source:cf704e178b338624e337,cf704e178b338624e337bb62d59d0ae63dcf8b8b5550dc262bb5f3a0c9174ba8,158cc68f816d4e5eede257b07ed3be18286204787c13927fb496d61209daea33,4006,NOT_RETAINED
source:26c9a73577a4667892e8,26c9a73577a4667892e81885d0960e1dfc56ac6abcab0575454bc453700daa4f,730b9d4f521c92942ad39c3af3005ba0b8d81f6dca83175b58bec6735a1ef1ce,2188,NOT_RETAINED
source:46a0b5bd06c580a34611,46a0b5bd06c580a346112b96c9132c50dcefd7b161839cd8e7b5ef969f991d3c,0f28de5aa98237d12031a859d755477573e193e43900f66c98d406daf3332530,2390,NOT_RETAINED
source:41759010d88c3144b236,41759010d88c3144b236ee1a5db63f5fd1c47e7faddbcbe68b1c6c673968c29e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:442cc6a71cdf2bd79af4,442cc6a71cdf2bd79af466f028d21df014970b5a387b9e50f20c17c5524c809d,f9246d53e8d2023015717c6f6312b60993e04ce86e8d7c081adda36594977191,2879,NOT_RETAINED
source:10188fa70c70bfa208d5,10188fa70c70bfa208d58fe135ae06122768690a1cef32825529b62fcbf1c2d7,edb62510a7f9fd6090f71b79e713ca46b3a8993d9d870121dff23c802e2ffb44,5967,NOT_RETAINED
source:a7eaeccf0f8636fa9edb,a7eaeccf0f8636fa9edbc3d960cbd79e245bc824c9483a9f9d0405a336327058,ffc08b0f7c887d69178b90b6d91b480e074973ecc086ef8ebdfb1eb5a1332129,931,NOT_RETAINED
source:76a834596547a2376c84,76a834596547a2376c84d8ac26d0979a8a8ad35d5731d7902b478602f003d61e,18ced53ff7b4e4fc9c929e718c1a2b29b02bc9cdb847e1819f66ada81468b30e,7548,NOT_RETAINED
source:dfff2f770db14c4d66a2,dfff2f770db14c4d66a2b0b2d5697c1b9500f85a5729862783eb42b0eaf088d6,f52c21f657d0690c193ce9e323b0c40553c1224ac4ea3cc31c79dbae774b297e,8187,NOT_RETAINED
source:c04a77ea951c9f62841a,c04a77ea951c9f62841a1dfc68a63803eda6902a008798f9183059e885b35d4c,bfb5de6e69dddb7f9c360ebd3543835b8321095b563d83b3efbd7ab97a98ff48,4483,NOT_RETAINED
source:4abf782d072a02ad0afc,4abf782d072a02ad0afc9dade89739af3937f36fb31f9624350c7d8b75521c03,2c683a4759a3d3f4a827f9482dc8abcc08e796205300071913a9faeed17ba825,5701,NOT_RETAINED
source:8cf14a61f2d8f6a9230a,8cf14a61f2d8f6a9230a654438355b75ecff1c27ed2a1fdb63617e6b4151b618,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:fc2233d7bc30127cffdc,fc2233d7bc30127cffdcdeb61450933a11a5dd23043b04787fafa3fa96b5d207,107e4812beb617a94f0e1f94b00fec969b42991d63ef9e9c2cb0091f108c59c8,3903,NOT_RETAINED
source:d78512209b66f59cb598,d78512209b66f59cb598b02defbdfd570ba61299a7a5b745c910271b2ad05cbb,e8d8a9109712c219902c620d8bd3c60c305f358841fc98023c8af2c3aa85953c,6595,NOT_RETAINED
source:64b63b587d6941a4bf53,64b63b587d6941a4bf5397a581ae333c8b2a00670b2d6a0965993fbd6ad8c766,d7a2cd49dda267ce839bf5251f1c95ef44a460550fb1a8dfd27fd83eb54213b2,1802,NOT_RETAINED
source:e32a578a69f44968c520,e32a578a69f44968c520bf5fa32c4d7754801e1505bb4d41bcf18b87a549b871,c02169fc58b5f7e759959ef9b3f343124467e65481f3264b45f08a54210c1f95,4346,NOT_RETAINED
source:917a881a2d6c87ddb9ec,917a881a2d6c87ddb9ec87fc831b296975505993664f18cd9094ee9ea97c7cc0,d317ef11b3254e7949ad19df5da51c4e0076394199ea191f52650cb96a2473c5,2381,NOT_RETAINED
source:de29cc6ddfe35c335cc5,de29cc6ddfe35c335cc5ed42c3a894e052023bb84caf75c5e8cd75ff8e63e46f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,NOT_RETAINED
source:34c573cfa38f44b86f54,34c573cfa38f44b86f5440736a972545d48e5bdc49f53347fc94b1502766b5c7,056ad3a94057ba7c4a6320321b175aa359cc0bd7fa88d70be4ba6271cf985c89,6431,NOT_RETAINED
source:8f40a64411cbd18b8ca3,8f40a64411cbd18b8ca37fbb052079f12c1517f7a723776b03c9291efbf62a0f,bb94f688819313c096640b76520e67744e48c74d041627326fcbb7dac4c45725,2518,NOT_RETAINED
source:3d2af72ee8902f9aa045,3d2af72ee8902f9aa045eaf7e2dd892ac4507d7fd93a98497e3cf467691d6b8c,99a877cb8213e3bcaa5eb75c93f08449e75b99a90e42a9635561ed568188f831,1263,NOT_RETAINED
source:707958fb3c5b5bd0e356,707958fb3c5b5bd0e356aff45ecf790d9a17012a7df26fb005154302a6509eab,b1d1d995aa9278ead66e1204031c2e7b07921669ec4e27986b1852c9e4d7403c,22767,NOT_RETAINED
source:7559c347e58154c1840d,7559c347e58154c1840da61db779c2abb7c4f9b6fd6d240bc633a11ab90fa44a,466731a66e2eef665fce8ed4ddb7890abadb9c1ce8abd90e4ab6bf1954fdb4a3,850,NOT_RETAINED
source:7e0029c87e65b810e091,7e0029c87e65b810e09184218783438ff5f2ad35b6d3643e7a52b929e3972773,9929b85626a12c6cca19f4e9ffa3ab84077058362963e985a5d13054e70d5259,4860,NOT_RETAINED
source:f88611962d23498f9c23,f88611962d23498f9c2327e68e807586c1d320359a3787f2a99670e9b78dd442,ed4d1bd6c9bd2926856398096d18ec6142a9e46bca7b637979a66d1505bc59da,4992,NOT_RETAINED
source:5ef437f3c328ec79c1bd,5ef437f3c328ec79c1bd35781b4ed611568383d7bcf37a4ce4998d7986fcdc7b,d982993effa40db408245a3a040369f9e11d376e0499acfb5ec6ba2b6f7235f6,8071,NOT_RETAINED
source:fcf56b47a7c07874b08b,fcf56b47a7c07874b08b3690b6adcb9629bff67c1d3c5d0304e5143d9a9b9272,f9409beb29303da35fd60cf621c94b294c1ff3f1b8d6d225bed5aaddc7f75b98,6592,NOT_RETAINED
source:e0bc0347af601caa2eaa,e0bc0347af601caa2eaa54e9c0e89966ff6a1f1635bf996fef8f87f086473d6a,7cc41efa673fcb6de34b5071b2e6d9e2ef9c3de8d0f73c404683cae9a5f043ab,4665,NOT_RETAINED
source:5b384400e60dd8d385ab,5b384400e60dd8d385ab3cad7a429385baffa34b1a00c4c489d0b36ae41466c8,e6adb4c163952fd351ee8df4cbdfd6d843b95339de7c16acfbbe818c7bf5b794,1677,NOT_RETAINED
source:a5177b134113386760ea,a5177b134113386760ea6cab8534e5d9679e7723da68c34ec3c8b9d60f57e2df,e0728bbcda3cddce36821b3fdededb69edc9c8d7045576ec3672059a0ad12a16,2888,NOT_RETAINED
source:08e4cc31fbfc73c1781c,08e4cc31fbfc73c1781c17116d0e5daedbe5d583a51683a7f3b62e09ba05cfd9,40f4c1e47ecd3b1fc2f845a7a5bcc565c48947ec0e7aec38dd6d18da2b2800cb,160,NOT_RETAINED
source:f9922e0609072972489d,f9922e0609072972489de2af94cc717f0ea8ca204ca716093d84c1cc49b31336,9888f6b1448048688aa1e6d139069a10bdf734107bed78bbea6078613274b78a,11879,NOT_RETAINED
source:8355c71069941ac7d507,8355c71069941ac7d507a1008eb2984af5897535a9e03e6eb1a887c3b241a93c,dbf90e3c693b66a02b0d44a538dfeb56b6a22ee188e6557dbdeb6ffea9800e17,1042,NOT_RETAINED
source:28101f2b127e75e98912,28101f2b127e75e989121e8f4d8a16a90a1247a25a0bc120bfe1fc7dd85ffbd0,d1ec21b550c9fbfcbdf703be4106ad3985f21b4fd2f278eccd4b615fc600b69c,7906,NOT_RETAINED
source:e54acaaf2acc0c8e4744,e54acaaf2acc0c8e4744dfe25b7a304ab29864b9f023a902a896ad0611f5a877,cb942e787a2514aff84fd1bfa4dc4a19bb4c26e868e62845973469b6a2fe5fa2,3155,NOT_RETAINED
source:9a1395356ee6749362a4,9a1395356ee6749362a46855e464c994324414d4bec36a6083f61604ba8c37d7,872840a805af94ddbcf86aa524ca62fcbe5f328c41d9e677ece8c752a2224e89,13472,NOT_RETAINED
source:c8ad8bd0e14be98c18ff,c8ad8bd0e14be98c18ff067f42d8f3e6c3fbf5e51c2479a8e1b29fa0a8872912,ff77f2e7e4711e7a854dbab4a00d6a0c69cfe5fa2248cd53f672498ae10b916d,6882,NOT_RETAINED
source:d86c63ecd9ab26f5a163,d86c63ecd9ab26f5a163048a0526d19854c736add39ee4b66ff8bb09aaf944bd,a9cef3284fc1e4008c04a3fee5f52cbec4dc8b637a19e433337a5fdd8b835748,6017,NOT_RETAINED
source:e6823a668cdd99f57ae1,e6823a668cdd99f57ae150015969d5e31dc8929dbe36b802dcf71869b16ebd9f,ad5aa4be602f9597b5d89a31a0cfee3f403adb815e21cc2163807823640f1b75,4435,NOT_RETAINED
source:4ca105de198e6be83008,4ca105de198e6be830086151135608c51d985a902d8df1eff9fbc0f2cc90f555,5f338cf440e0ef975c18499856cc8286a30e1b6e6dbdd332f7ccbd02d581976d,2710,NOT_RETAINED
source:03b43f60ce0cc5792724,03b43f60ce0cc57927242e93deea9c9ea55274c202119d3d56fa798be2ca57f6,502f9429883087702baad4521297a70b8ea45c9103caeb786556729b1ac59363,12696,NOT_RETAINED
source:3328e66fc65ceb379381,3328e66fc65ceb379381899f6f4910d545230e2907abb8fa3149b7949f18cc20,3e6d1ac52d9626ab48783413a3e967fe70155757919455c56143ec8e460f21d9,14519,NOT_RETAINED
source:a3feade075718950f594,a3feade075718950f59430fe1529bfb93a3a2251737080d0d6953a48c59a8a2f,aa6f950fc3e26e236de70a81371167e9e1f6cdf51d93c315d7ff4d41baedde3c,11749,NOT_RETAINED
source:5e2f84cf57e0290e8f6e,5e2f84cf57e0290e8f6e4adcf40b7264183e2d15c4b048f3a23353417a97c329,3cbf8b2e7b9946f66a8646921c821662b1b291a827d84de8cee4cedab9816beb,10533,NOT_RETAINED
source:aa85a1100f740ce81844,aa85a1100f740ce8184468f55545f6ec715144c65f8351e782d40cff0b1b272a,e3ffe22896cd73d0f55b38a37175398b2ee6b5ca1057ee05723e39d6b830d8e3,10176,NOT_RETAINED
source:27c05ee3076a6230dbf0,27c05ee3076a6230dbf04ea607178b9439b00355d534a00832338bda86cc83d4,f7a15ae9310a7bc735f46ff59b8286fc772d69ba7aa6b184071ce9e5562a7b93,7235,NOT_RETAINED
source:3510885833a52531eb52,3510885833a52531eb52a2394adecd0f5940d85a1af1418edf97a1904daa0cfd,97d36bdbc27e5dcd0bd2e3d4f7c77e7a7f69dbe1c7d64e7907455ffbe7786ca8,6355,NOT_RETAINED
source:b2fc9c88d56272234b83,b2fc9c88d56272234b831e8a044f13c89dc08f7aca36282b19f8c997708804c1,c23fed7375c2f8cec60fbd037777f532b3c8948f93172c05f13235e5fa3ce556,4636,NOT_RETAINED
source:b6c867f1b576df657098,b6c867f1b576df6570987eafb428dd2a30ccca4b92e55baf1825647e4cce9b68,c8a873d3b26d18cdcc68a9f205ca67d0b638a0e6e04a900560cde91f6b496175,230,NOT_RETAINED
source:6337a9d8587cffa103c6,6337a9d8587cffa103c61ec304e779fe12a3d620ebb1a0ac59ecde62e19d2810,1eeed151b589a15d62fa882c3b066668c11f6708137ae962d1164d2efe99ae8b,22483,NOT_RETAINED
source:4e6ca7a52469b73dc362,4e6ca7a52469b73dc362afb4feea3a29575c01c4a5ea972f4a8194dc35c7c2d8,c3e17336f21ffe0b0712c6c5dfa9b1daae63a731ef7d86ddf43517e0edb18590,6305,NOT_RETAINED
source:cb66fb73816198742f98,cb66fb73816198742f98fdefdad842920f1e57d30eee5bbe6b9b14b9477d0793,370f21a04d451c514f5c06f57499690168ffd54123d42f9a73be1e5707b27613,5023,NOT_RETAINED
